Vehicle Manufacturer Name,Veh Mfr Code,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,# of Gears,Equivalent Test Weight (lbs.),CO (g/mi),CO2 (g/mi),NOx (g/mi)
FOMOCO,FMX,Truck,282,6,10,4500,,354.0000000,
FOMOCO,FMX,Truck,282,6,10,4500,,244.0000000,
FOMOCO,FMX,Truck,282,6,10,4500,,243.0000000,
FOMOCO,FMX,Truck,400,6,10,5500,0.7630500,440.2470000,0.0091307
FOMOCO,FMX,Truck,400,6,10,5500,0.0299875,328.4440000,0.0033115
FOMOCO,FMX,Truck,400,6,10,5500,0.5796530,404.5660000,0.0068110
FOMOCO,FMX,Truck,400,6,10,5500,0.0193874,269.4310000,0.0047027
FOMOCO,FMX,Truck,400,6,10,5500,,399.0000000,
FOMOCO,FMX,Truck,400,6,10,5500,,410.0000000,
FOMOCO,FMX,Truck,400,6,10,5500,,404.0000000,
FOMOCO,FMX,Truck,400,6,10,5500,,269.0000000,
FOMOCO,FMX,Truck,400,6,10,5500,,285.0000000,
FOMOCO,FMX,Truck,400,6,10,5500,,269.0000000,
FOMOCO,FMX,Truck,400,6,10,5500,,,
FOMOCO,FMX,Truck,400,6,10,5500,,,
FOMOCO,FMX,Truck,400,6,10,5500,,,
FOMOCO,FMX,Truck,400,6,10,5500,,,
FOMOCO,FMX,Truck,400,6,10,5250,0.3988830,390.6260000,0.0095343
FOMOCO,FMX,Truck,400,6,10,5250,0.0178744,264.8130000,0.0072160
FOMOCO,FMX,Truck,400,6,10,5250,,388.0000000,
FOMOCO,FMX,Truck,400,6,10,5250,,391.0000000,
FOMOCO,FMX,Truck,400,6,10,5250,,390.0000000,
FOMOCO,FMX,Truck,400,6,10,5250,,391.0000000,
FOMOCO,FMX,Truck,400,6,10,5250,,261.0000000,
FOMOCO,FMX,Truck,400,6,10,5250,,265.0000000,
FOMOCO,FMX,Truck,400,6,10,5250,,264.0000000,
FOMOCO,FMX,Truck,400,6,10,5250,,267.0000000,
FOMOCO,FMX,Truck,400,6,10,5500,0.8303010,272.0280000,0.0110066
FOMOCO,FMX,Truck,400,6,10,5500,0.0301641,250.6280000,0.0001883
FOMOCO,FMX,Truck,400,6,10,6000,0.7790960,298.3780000,0.0100199
FOMOCO,FMX,Truck,400,6,10,6000,0.0139645,267.7230000,0.0023193
FOMOCO,FMX,Truck,400,6,10,6000,0.6877930,349.9460000,0.0050694
FOMOCO,FMX,Truck,400,6,10,6000,0.0148481,314.5050000,0.0022549
FOMOCO,FMX,Truck,400,6,10,5500,0.6897000,450.9220000,0.0131952
FOMOCO,FMX,Truck,400,6,10,5500,0.0063677,311.7170000,0.0088894
FOMOCO,FMX,Truck,400,6,10,5500,,447.0000000,
FOMOCO,FMX,Truck,400,6,10,5500,,308.0000000,
FOMOCO,FMX,Truck,450,6,10,6000,0.0925163,362.9922485,0.0016318
FOMOCO,FMX,Truck,450,6,10,6000,0.6919748,483.5622253,0.0073156
FOMOCO,FMX,Truck,450,6,10,6500,0.7135660,488.7740000,0.0075768
FOMOCO,FMX,Truck,450,6,10,6500,0.1377580,365.9610000,0.0019336
FOMOCO,FMX,Truck,450,6,10,6500,0.5055490,588.6620000,0.0113900
FOMOCO,FMX,Truck,450,6,10,6500,0.6309010,508.2530000,0.0100021
FOMOCO,FMX,Truck,450,6,10,6500,0.0411760,369.1330000,0.0014797
FOMOCO,FMX,Truck,450,6,10,6500,0.5565910,604.1910000,0.0151140
FOMOCO,FMX,Truck,450,6,10,6500,,494.0000000,
FOMOCO,FMX,Truck,450,6,10,6500,,364.0000000,
FOMOCO,FMX,Truck,400,8,10,5500,0.7204890,480.4060000,0.0071393
FOMOCO,FMX,Truck,400,8,10,5500,0.2336000,332.8760000,0.0043529
FOMOCO,FMX,Truck,400,8,10,5000,,411.0000000,
FOMOCO,FMX,Truck,400,8,10,5000,,415.0000000,
FOMOCO,FMX,Truck,400,8,10,5000,,434.0000000,
FOMOCO,FMX,Truck,400,8,10,5000,,440.0000000,
FOMOCO,FMX,Truck,400,8,10,5000,,259.0000000,
FOMOCO,FMX,Truck,400,8,10,5000,,256.0000000,
FOMOCO,FMX,Truck,400,8,10,5000,,250.0000000,
FOMOCO,FMX,Truck,400,8,10,5000,,248.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,434.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,449.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,447.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,443.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,459.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,459.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,484.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,278.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,289.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,286.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,261.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,273.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,269.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,301.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,427.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,431.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,447.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,463.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,411.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,417.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,431.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,450.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,267.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,264.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,276.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,288.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,252.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,250.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,260.0000000,
FOMOCO,FMX,Truck,400,8,10,5250,,271.0000000,
FOMOCO,FMX,Truck,400,6,10,5500,0.7686730,433.0770000,0.0064873
FOMOCO,FMX,Truck,400,6,10,5500,0.0524948,322.3230000,0.0014950
FOMOCO,FMX,Truck,400,6,10,5500,,438.0000000,
FOMOCO,FMX,Truck,400,6,10,5500,,327.0000000,
FOMOCO,FMX,Truck,400,6,10,5500,0.4705590,444.5930000,0.0096983
FOMOCO,FMX,Truck,400,6,10,5500,0.0197316,317.1450000,0.0014571
FOMOCO,FMX,Truck,400,6,10,5500,,449.0000000,
FOMOCO,FMX,Truck,400,6,10,5500,,322.0000000,
FOMOCO,FMX,Truck,270,4,10,4500,,333.0000000,
FOMOCO,FMX,Truck,270,4,10,4500,,218.0000000,
FOMOCO,FMX,Truck,270,4,10,5000,,367.0000000,
FOMOCO,FMX,Truck,270,4,10,5000,,252.0000000,
FOMOCO,FMX,Truck,270,4,10,5000,,442.0000000,
FOMOCO,FMX,Car,600,6,7,3625,0.6559540,589.7090000,0.0161143
FOMOCO,FMX,Car,600,6,7,3625,0.0348621,338.9020000,0.0053714
FOMOCO,FMX,Car,660,6,7,3625,0.9446510,643.8220000,0.0257156
FOMOCO,FMX,Car,660,6,7,3625,0.0496847,367.4310000,0.0063456
FOMOCO,FMX,Car,290,,1,5000,,,
FOMOCO,FMX,Car,290,,1,5000,,,
FOMOCO,FMX,Car,346,,1,5250,,,
FOMOCO,FMX,Car,346,,1,5250,,,
FOMOCO,FMX,Car,290,,1,5000,,,
FOMOCO,FMX,Car,290,,1,5000,,,
FOMOCO,FMX,Car,346,,1,5000,,,
FOMOCO,FMX,Car,346,,1,5000,,,
FOMOCO,FMX,Car,480,,1,5250,,,
FOMOCO,FMX,Car,480,,1,5250,,,
FOMOCO,FMX,Car,480,,1,5250,,,
FOMOCO,FMX,Car,480,,1,5250,,,
FOMOCO,FMX,Car,266,,1,4750,,,
FOMOCO,FMX,Car,266,,1,4750,,,
FOMOCO,FMX,Truck,162,4,1,4000,0.1247470,174.7000000,0.0002052
FOMOCO,FMX,Truck,162,4,1,4000,0.5225280,253.3350000,0.0114149
FOMOCO,FMX,Truck,162,4,1,4000,0.6004280,156.7150000,0.0018487
FOMOCO,FMX,Truck,250,4,8,4000,0.2525352,319.0912476,0.0158379
FOMOCO,FMX,Truck,250,4,8,4000,0.0714420,207.2285004,0.0004897
FOMOCO,FMX,Truck,162,4,1,4000,0.3284211,152.1221619,0.0066593
FOMOCO,FMX,Truck,162,4,1,4000,0.0718738,175.3982239,0
FOMOCO,FMX,Truck,250,4,8,3875,0.3979090,305.6590000,0.0132825
FOMOCO,FMX,Truck,250,4,8,3875,0.0482218,198.3020000,0.0004277
FOMOCO,FMX,Car,310,4,10,3875,,323.0000000,
FOMOCO,FMX,Car,310,4,10,3875,,323.0000000,
FOMOCO,FMX,Car,310,4,10,3875,,191.0000000,
FOMOCO,FMX,Car,310,4,10,3875,,191.0000000,
FOMOCO,FMX,Car,460,8,10,4000,0.4264670,456.3070000,0.0112348
FOMOCO,FMX,Car,460,8,10,4000,0.0413034,246.5120000,0.0155254
FOMOCO,FMX,Car,460,8,10,4000,,463.0000000,
FOMOCO,FMX,Car,460,8,10,4000,,250.0000000,
FOMOCO,FMX,Car,460,8,10,4250,,465.0000000,
FOMOCO,FMX,Car,460,8,10,4250,,463.0000000,
FOMOCO,FMX,Car,460,8,10,4250,,468.0000000,
FOMOCO,FMX,Car,460,8,10,4250,,473.0000000,
FOMOCO,FMX,Car,460,8,10,4250,,268.0000000,
FOMOCO,FMX,Car,460,8,10,4250,,255.0000000,
FOMOCO,FMX,Car,460,8,10,4250,,261.0000000,
FOMOCO,FMX,Car,460,8,10,4250,,267.0000000,
FOMOCO,FMX,Car,460,8,6,4000,0.3882510,473.2500000,0.0151657
FOMOCO,FMX,Car,460,8,6,4000,0.0968128,273.7990000,0.0169403
FOMOCO,FMX,Car,460,8,6,4000,0.5964370,383.7300000,0.0608812
FOMOCO,FMX,Car,310,4,6,3875,,329.0000000,
FOMOCO,FMX,Car,310,4,6,3875,,330.0000000,
FOMOCO,FMX,Car,310,4,6,3875,,203.0000000,
FOMOCO,FMX,Car,310,4,6,3875,,205.0000000,
FOMOCO,FMX,Car,310,4,10,4000,0.6397860,358.4710000,0.0094136
FOMOCO,FMX,Car,310,4,10,4000,0.3613300,228.1560000,0.0025555
FOMOCO,FMX,Car,310,4,10,4000,,366.0000000,
FOMOCO,FMX,Car,310,4,10,4000,,353.0000000,
FOMOCO,FMX,Car,310,4,10,4000,,353.0000000,
FOMOCO,FMX,Car,310,4,10,4000,,236.0000000,
FOMOCO,FMX,Car,310,4,10,4000,,219.0000000,
FOMOCO,FMX,Car,310,4,10,4000,,219.0000000,
FOMOCO,FMX,Car,310,4,10,4000,,350.0000000,
FOMOCO,FMX,Car,310,4,10,4000,,357.0000000,
FOMOCO,FMX,Car,310,4,10,4000,,214.0000000,
FOMOCO,FMX,Car,310,4,10,4000,,224.0000000,
FOMOCO,FMX,Car,460,8,6,4250,1.0140400,491.1790000,0.0056790
FOMOCO,FMX,Car,460,8,6,4250,0.0853634,295.1830000,0.0021985
FOMOCO,FMX,Car,310,4,6,4000,,370.0000000,
FOMOCO,FMX,Car,310,4,6,4000,,354.0000000,
FOMOCO,FMX,Car,310,4,6,4000,,358.0000000,
FOMOCO,FMX,Car,310,4,6,4000,,246.0000000,
FOMOCO,FMX,Car,310,4,6,4000,,230.0000000,
FOMOCO,FMX,Car,310,4,6,4000,,236.0000000,
FOMOCO,FMX,Car,310,4,6,4000,,351.0000000,
FOMOCO,FMX,Car,310,4,6,4000,,226.0000000,
FOMOCO,FMX,Car,460,8,6,4250,0.3842080,410.0060000,0.0250552
FOMOCO,FMX,Car,460,8,6,4250,0.5958333,502.9977810,0.0135271
FOMOCO,FMX,Car,460,8,6,4250,0.4444886,288.0890109,0.0109228
FOMOCO,FMX,Car,460,8,6,4250,0.6905782,502.3951562,0.0135202
FOMOCO,FMX,Car,460,8,6,4250,1.1361000,509.2940000,0.0093067
FOMOCO,FMX,Car,460,8,6,4250,0.4656980,283.9800000,0.0053775
FOMOCO,FMX,Car,266,,1,5000,,,
FOMOCO,FMX,Car,266,,1,5000,,,
FOMOCO,FMX,Truck,400,6,10,6500,0.5873040,463.3960000,0.0098200
FOMOCO,FMX,Truck,400,6,10,6500,0.0371364,292.0850000,0.0021774
FOMOCO,FMX,Truck,282,6,10,5000,,425.0000000,
FOMOCO,FMX,Truck,282,6,10,5000,,406.0000000,
FOMOCO,FMX,Truck,282,6,10,5000,,273.0000000,
FOMOCO,FMX,Truck,282,6,10,5000,,259.0000000,
FOMOCO,FMX,Truck,282,6,10,5500,0.5023090,264.2520000,0.0004984
FOMOCO,FMX,Truck,282,6,10,5500,0.5878740,296.5510000,0.0027604
FOMOCO,FMX,Truck,300,4,10,5250,,499.0000000,
FOMOCO,FMX,Truck,300,4,10,5250,,373.0000000,
FOMOCO,FMX,Truck,300,4,10,5250,,289.0000000,
FOMOCO,FMX,Truck,300,4,10,4500,0.4451740,333.2680000,0.0214800
FOMOCO,FMX,Truck,300,4,10,4500,0.0477690,233.7040000,0.0040829
FOMOCO,FMX,Truck,270,4,10,4750,,353.0000000,
FOMOCO,FMX,Truck,270,4,10,4750,,254.0000000,
FOMOCO,FMX,Car,760,8,7,4500,0.5728630,515.8240000,0.0989647
FOMOCO,FMX,Car,760,8,7,4500,0.8807180,589.3290000,0.0153099
FOMOCO,FMX,Car,760,8,7,4500,0.1029390,348.5490000,0.0118473
FOMOCO,FMX,Car,760,8,7,4500,0.9000170,508.1400000,0.1141360
FOMOCO,FMX,Car,760,8,7,4500,0.1047900,346.8220000,0.0087825
FOMOCO,FMX,Car,760,8,7,4500,0.7653920,505.2700000,0.1056570
FOMOCO,FMX,Car,760,8,7,4500,0.6328290,578.4930000,0.0177436
FOMOCO,FMX,Car,760,8,7,4500,0.7994590,653.3680000,0.0112631
FOMOCO,FMX,Car,760,8,7,4500,0.0938903,361.4530000,0.0158591
FOMOCO,FMX,Truck,275,6,10,6500,,511.0000000,
FOMOCO,FMX,Truck,275,6,10,6500,,508.0000000,
FOMOCO,FMX,Truck,275,6,10,6500,,520.0000000,
FOMOCO,FMX,Truck,275,6,10,6500,,481.0000000,
FOMOCO,FMX,Truck,275,6,10,6500,,477.0000000,
FOMOCO,FMX,Truck,275,6,10,6500,,488.0000000,
FOMOCO,FMX,Truck,275,6,10,6500,,350.0000000,
FOMOCO,FMX,Truck,275,6,10,6500,,349.0000000,
FOMOCO,FMX,Truck,275,6,10,6500,,361.0000000,
FOMOCO,FMX,Truck,275,6,10,6500,,324.0000000,
FOMOCO,FMX,Truck,275,6,10,6500,,323.0000000,
FOMOCO,FMX,Truck,275,6,10,6500,,337.0000000,
FOMOCO,FMX,Truck,144,4,6,4000,,285.0000000,
FOMOCO,FMX,Truck,144,4,6,4000,,285.0000000,
FOMOCO,FMX,Truck,144,4,6,4000,,205.0000000,
FOMOCO,FMX,Truck,144,4,6,4000,,205.0000000,
FOMOCO,FMX,Truck,144,4,6,4000,,277.0000000,
FOMOCO,FMX,Truck,144,4,6,4000,,273.0000000,
FOMOCO,FMX,Truck,144,4,6,4000,,194.0000000,
FOMOCO,FMX,Truck,144,4,6,4000,,192.0000000,
FOMOCO,FMX,Truck,169,4,6,4000,,289.0000000,
FOMOCO,FMX,Truck,169,4,6,4000,,289.0000000,
FOMOCO,FMX,Truck,169,4,6,4000,,204.0000000,
FOMOCO,FMX,Truck,169,4,6,4000,,204.0000000,
FOMOCO,FMX,Truck,169,4,8,4250,,293.0000000,
FOMOCO,FMX,Truck,169,4,8,4250,,293.0000000,
FOMOCO,FMX,Truck,169,4,8,4250,,207.0000000,
FOMOCO,FMX,Truck,169,4,8,4250,,207.0000000,
FOMOCO,FMX,Truck,160,4,8,4250,,307.0000000,
FOMOCO,FMX,Truck,160,4,8,4250,,200.0000000,
FOMOCO,FMX,Truck,160,4,8,4250,,333.0000000,
FOMOCO,FMX,Truck,160,4,8,4250,,328.0000000,
FOMOCO,FMX,Truck,160,4,8,4250,,324.0000000,
FOMOCO,FMX,Truck,169,4,6,4250,,361.0000000,
FOMOCO,FMX,Truck,169,4,6,4250,,236.0000000,
FOMOCO,FMX,Truck,169,4,6,4000,,360.0000000,
FOMOCO,FMX,Truck,169,4,6,4000,,354.0000000,
FOMOCO,FMX,Truck,169,4,6,4000,,238.0000000,
FOMOCO,FMX,Truck,169,4,6,4000,,235.0000000,
FOMOCO,FMX,Truck,275,6,10,6000,,453.0000000,
FOMOCO,FMX,Truck,275,6,10,6000,,478.0000000,
FOMOCO,FMX,Truck,275,6,10,6000,,310.0000000,
FOMOCO,FMX,Truck,275,6,10,6000,,328.0000000,
FOMOCO,FMX,Truck,393,6,10,5250,0.3434690,392.7780000,0.0198456
FOMOCO,FMX,Truck,393,6,10,5250,0.0742133,241.9720000,0.0018899
FOMOCO,FMX,Truck,393,6,10,5500,0.2562430,416.9650000,0.0433755
FOMOCO,FMX,Truck,393,6,10,5500,0.1390090,260.7690000,0.0018468
FOMOCO,FMX,Truck,393,6,10,6000,0.8107430,325.1970000,0.0047303
FOMOCO,FMX,Truck,393,6,10,6000,0.6805880,256.7560000,0.0059722
FOMOCO,FMX,Truck,393,6,10,6000,,,
FOMOCO,FMX,Truck,393,6,10,6000,,,
FOMOCO,FMX,Truck,235,4,8,4000,0.3350000,320.5610000,0.0130855
FOMOCO,FMX,Truck,235,4,8,4000,0.0833680,211.5110000,0.0076113
FOMOCO,FMX,Truck,235,4,8,4000,,320.0000000,
FOMOCO,FMX,Truck,235,4,8,4000,,212.0000000,
FOMOCO,FMX,Truck,235,4,8,4250,0.3569170,330.0120000,0.0141934
FOMOCO,FMX,Truck,235,4,8,4250,0.0707731,216.0800000,0.0084535
FOMOCO,FMX,Truck,235,4,8,4250,,330.0000000,
FOMOCO,FMX,Truck,235,4,8,4250,,216.0000000,
FOMOCO,FMX,Truck,285,4,8,4250,0.2422120,333.2000000,0.0089798
FOMOCO,FMX,Truck,285,4,8,4250,0.0195824,213.3600000,0.0011344
FOMOCO,FMX,Truck,162,4,1,4750,0.4970730,182.9820000,0.0019094
FOMOCO,FMX,Truck,162,4,1,4750,0.3333200,183.7410000,0.0020495
FOMOCO,FMX,Truck,162,4,1,4750,0.7079210,193.1040000,0.0018994
FOMOCO,FMX,Truck,162,4,1,4750,0.6939640,191.1440000,0.0144015
FOMOCO,FMX,Truck,162,4,1,4750,,,
FOMOCO,FMX,Truck,162,4,1,4750,,,
FOMOCO,FMX,Truck,162,4,1,4750,0.5767090,198.8570000,0.0025415
FOMOCO,FMX,Truck,162,4,1,4750,0.1349110,194.4640000,0
FOMOCO,FMX,Truck,162,4,1,4750,,,
FOMOCO,FMX,Truck,162,4,1,4750,,,
FOMOCO,FMX,Truck,393,6,10,5000,,,
FOMOCO,FMX,Truck,393,6,10,5000,,,
FOMOCO,FMX,Truck,245,4,8,4750,,378.0000000,
FOMOCO,FMX,Truck,245,4,8,4750,,255.0000000,
FOMOCO,FMX,Truck,245,4,8,4750,,369.0000000,
FOMOCO,FMX,Truck,245,4,8,4750,,244.0000000,
GM,GMX,Car,153,4,6,3625,0.1651060,286.7380000,0.0039870
GM,GMX,Car,153,4,6,3625,0.0070790,202.9480000,0.0022450
GM,GMX,Car,155,3,9,3500,0.4668500,259.5530000,0.0088870
GM,GMX,Car,155,3,9,3500,0.3144510,199.1080000,0.0025500
GM,GMX,Car,155,3,9,3500,2.9559300,329.2250000,0.0050470
GM,GMX,Car,137,3,1,3375,0.1600410,228.6330000,0.0103120
GM,GMX,Car,137,3,1,3375,0.1068400,186.6430000,0.0014370
GM,GMX,Car,137,3,1,3375,0.6598170,304.0190000,0.0022960
GM,GMX,Car,155,3,1,3375,0.1781000,236.5480000,0.0040690
GM,GMX,Car,155,3,1,3375,0.0475260,189.1010000,0.0016050
GM,GMX,Car,155,3,1,3375,0.2600450,294.6880000,0.0032690
GM,GMX,Truck,237,4,9,4250,0.5105660,200.0840000,0.0049290
GM,GMX,Truck,237,4,9,4250,0.7697170,302.9480000,0.0098450
GM,GMX,Truck,237,4,9,4000,0.5118170,293.9840000,0.0106570
GM,GMX,Truck,237,4,9,4000,0.3258670,192.3980000,0.0032160
GM,GMX,Car,237,4,8,3750,0.4702890,301.7420000,0.0126380
GM,GMX,Car,237,4,8,3750,0.1284320,184.2200000,0.0027300
GM,GMX,Car,237,4,8,3750,0.0896190,179.0120000,0.0026060
GM,GMX,Car,309,4,10,3875,0.5290650,323.9680000,0.0156780
GM,GMX,Car,309,4,10,3875,0.0971860,200.3860000,0.0051050
GM,GMX,Car,237,4,8,4000,0.4229900,311.1260000,0.0104620
GM,GMX,Car,237,4,8,4000,0.1150290,200.0460000,0.0027850
GM,GMX,Car,309,4,10,4000,0.4499940,335.1250000,0.0137560
GM,GMX,Car,309,4,10,4000,0.0823580,213.7870000,0.0039270
GM,GMX,Car,320,4,10,4000,0.5730190,354.7300000,0.0148200
GM,GMX,Car,320,4,10,4000,0.1276750,216.4400000,0.0051220
GM,GMX,Car,470,6,6,4250,0.1283590,290.1990000,0.0017420
GM,GMX,Car,470,6,6,4250,0.1283590,290.1990000,0.0017420
GM,GMX,Car,470,6,6,4250,0.1283590,290.1990000,0.0017420
GM,GMX,Car,470,6,6,4250,0.8593050,542.9550000,0.0156340
GM,GMX,Car,470,6,6,4250,0.8593050,542.9550000,0.0156340
GM,GMX,Car,470,6,6,4250,0.8593050,542.9550000,0.0156340
GM,GMX,Car,470,6,6,4250,2.0931600,521.9940000,0.0259660
GM,GMX,Car,470,6,6,4250,1.1233999,407.9581299,0.0175310
GM,GMX,Car,470,6,6,4250,1.1233999,407.9581299,0.0175310
GM,GMX,Car,470,6,6,4250,0.6029395,482.0317688,0.0184161
GM,GMX,Car,470,6,6,4250,0.6029395,482.0317688,0.0184161
GM,GMX,Car,470,6,6,4250,0.6029395,482.0317688,0.0184161
GM,GMX,Car,470,6,10,4250,0.3131740,457.8020000,0.0139420
GM,GMX,Car,470,6,10,4250,0.0396780,261.8640000,0.0035950
GM,GMX,Car,320,4,10,4000,0.5530550,342.3850000,0.0105410
GM,GMX,Car,320,4,10,4000,0.2412120,218.7320000,0.0044560
GM,GMX,Car,237,4,10,4000,0.6823550,301.7150000,0.0124640
GM,GMX,Car,237,4,10,4000,0.4022350,185.3050000,0.0079440
GM,GMX,Car,335,6,10,4250,0.4714240,372.3680000,0.0123840
GM,GMX,Car,335,6,10,4250,0.1088980,231.8600000,0.0019840
GM,GMX,Car,237,4,10,4250,0.6032750,323.8630000,0.0126510
GM,GMX,Car,237,4,10,4250,0.1564540,202.7660000,0.0029070
GM,GMX,Car,237,4,10,4250,0.6940040,318.3730000,0.0148030
GM,GMX,Car,237,4,10,4250,0.5335830,210.9450000,0.0046970
GM,GMX,Car,335,6,10,4500,0.6434800,382.7130000,0.0137000
GM,GMX,Car,335,6,10,4500,0.1083540,242.8650000,0.0034830
GM,GMX,Car,668,8,6,4500,0.6800820,580.8870000,0.0437980
GM,GMX,Car,668,8,6,4500,0.3234340,349.2300000,0.0066310
GM,GMX,Car,668,8,6,4500,0.7667930,453.1030000,0.0455700
GM,GMX,Car,668,8,6,4500,0.1993540,663.0050000,0.1260160
GM,GMX,Car,668,8,6,4500,1.9998200,652.4650000,0.0919530
GM,GMX,Car,668,8,10,4500,0.4346790,565.4400000,0.0139810
GM,GMX,Car,668,8,10,4500,0.0776230,298.3530000,0.0066310
GM,GMX,Car,668,8,10,4500,0.3555910,452.2080000,0.0143140
GM,GMX,Car,668,8,10,4500,0.3348530,634.9070000,0.0236720
GM,GMX,Car,668,8,10,4500,2.4018800,629.0150000,0.0190480
GM,GMX,Truck,277,6,10,6500,0.3555360,398.1500000,0.0495490
GM,GMX,Truck,277,6,10,6500,0.3555360,398.1500000,0.0495490
GM,GMX,Truck,277,6,10,6500,0.3555360,398.1500000,0.0495490
GM,GMX,Truck,277,6,10,6500,0.1581240,262.0970000,0.0086310
GM,GMX,Truck,277,6,10,6500,0.1581240,262.0970000,0.0086310
GM,GMX,Truck,277,6,10,6500,0.1581240,262.0970000,0.0086310
GM,GMX,Truck,425,8,10,6500,1.1362200,522.2260000,0.0137430
GM,GMX,Truck,425,8,10,6500,0.1968660,320.2400000,0.0022700
GM,GMX,Truck,425,8,10,6500,0.4624850,535.8420000,0.0090800
GM,GMX,Truck,425,8,10,6500,1.1362200,499.3000000,0.0137430
GM,GMX,Truck,425,8,10,6500,0.1968660,302.3000000,0.0022700
GM,GMX,Truck,425,8,10,6500,0.4624850,504.9000000,0.0090800
GM,GMX,Truck,425,8,10,6500,1.1362200,519.7000000,0.0137430
GM,GMX,Truck,425,8,10,6500,0.1968660,312.9000000,0.0022700
GM,GMX,Truck,425,8,10,6500,0.4624850,522.8000000,0.0090800
GM,GMX,Truck,425,8,10,6500,0.8957070,504.9000000,0.0023360
GM,GMX,Truck,425,8,10,6500,0.2271650,308.6000000,0.0021910
GM,GMX,Truck,425,8,10,6500,0.5789210,504.9000000,0.0153180
GM,GMX,Truck,425,8,10,6500,1.1138400,499.2330000,0.0034890
GM,GMX,Truck,425,8,10,6500,0.2012060,329.0410000,0.0002780
GM,GMX,Truck,425,8,10,6500,0.7347450,537.9880000,0.0217460
GM,GMX,Truck,425,8,10,6500,0.1532120,314.6410000,0.0080050
GM,GMX,Truck,425,8,10,6500,0.5695690,529.5360000,0.0190610
GM,GMX,Truck,425,8,10,6500,1.1138400,496.5000000,0.0034890
GM,GMX,Truck,425,8,10,6500,0.2012060,320.8000000,0.0002780
GM,GMX,Truck,425,8,10,6500,0.7347450,525.9000000,0.0217460
GM,GMX,Truck,425,8,10,6500,0.1532120,307.5000000,0.0080050
GM,GMX,Truck,425,8,10,6500,0.5695690,516.7000000,0.0190610
GM,GMX,Truck,425,8,10,6500,1.1138400,499.3000000,0.0034890
GM,GMX,Truck,425,8,10,6500,0.2012060,326.7000000,0.0002780
GM,GMX,Truck,425,8,10,6500,0.7347450,535.4000000,0.0217460
GM,GMX,Truck,425,8,10,6500,0.1532120,312.9000000,0.0080050
GM,GMX,Truck,425,8,10,6500,0.5695690,525.9000000,0.0190610
GM,GMX,Truck,237,4,9,4250,0.7353050,309.1740000,0.0087060
GM,GMX,Truck,237,4,9,4250,0.8076400,209.2720000,0.0107110
GM,GMX,Truck,237,4,9,4500,0.6114390,317.8200000,0.0077540
GM,GMX,Truck,237,4,9,4500,0.2442190,222.8230000,0.0026500
GM,GMX,Truck,237,4,9,5500,0.7499870,359.0930000,0.0072380
GM,GMX,Truck,237,4,9,5500,0.2252160,260.3610000,0.0012760
GM,GMX,Truck,237,4,9,5500,0.5058640,431.0330000,0.0027910
GM,GMX,Truck,310,6,9,4750,0.5365700,388.4550000,0.0061090
GM,GMX,Truck,310,6,9,4750,0.1617670,247.1300000,0.0016700
GM,GMX,Truck,237,4,9,4250,0.5104580,306.4900000,0.0087860
GM,GMX,Truck,237,4,9,4250,0.4278370,211.8070000,0.0053400
GM,GMX,Truck,310,6,9,4500,0.4734910,372.3610000,0.0058110
GM,GMX,Truck,310,6,9,4500,0.1662380,239.7330000,0.0014620
GM,GMX,Truck,310,6,9,4500,0.4734910,375.0000000,0.0058110
GM,GMX,Truck,310,6,9,4500,0.1662380,244.1000000,0.0014620
GM,GMX,Truck,237,4,9,5000,0.9972960,334.8540000,0.0082110
GM,GMX,Truck,237,4,9,5000,0.4860430,239.6120000,0.0035630
GM,GMX,Truck,310,6,9,5000,0.4591620,395.3730000,0.0061520
